ItemType,ItemIdentifier,OptShift,CrewTypeID,CrewTypeCode,CrewNum,Sequence,DistanceTravelForJob,PointsCalculatedForJob,PlanStartDate,PlanEndDate
Segment End,5236211773,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,79,0.0299075,,2023-10-17T08:06:48.0,2023-10-17T08:06:48.0
Segment Start,5236107841,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,190,0.0,,2023-10-17T08:16:40.0,2023-10-17T08:16:40.0
Segment End,5236107841,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,191,0.0333775,,2023-10-17T08:16:43.0,2023-10-17T08:16:43.0
Segment Start,5236007366,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,196,0.06,,2023-10-17T08:17:44.0,2023-10-17T08:17:44.0
Segment End,5236007366,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,197,0.0324946,,2023-10-17T08:17:47.0,2023-10-17T08:17:47.0
Segment Start,5510006649,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,20,0.0,,2023-10-17T07:37:27.0,2023-10-17T07:37:27.0
Segment End,5510006649,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,21,0.0361633,,2023-10-17T07:37:30.0,2023-10-17T07:37:30.0
Segment Start,5236210309,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,108,0.0,,2023-10-17T08:09:38.0,2023-10-17T08:09:38.0
Segment End,5236210309,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,109,0.0378857,,2023-10-17T08:09:41.0,2023-10-17T08:09:41.0
Segment Start,5236207959,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,162,0.0,,2023-10-17T08:13:37.0,2023-10-17T08:13:37.0
Segment End,5236207959,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,163,0.0381675,,2023-10-17T08:13:41.0,2023-10-17T08:13:41.0
Segment Start,5218107573,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,168,0.0,,2023-10-17T08:14:36.0,2023-10-17T08:14:36.0
Segment End,5218107573,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,169,0.0192409,,2023-10-17T08:14:38.0,2023-10-17T08:14:38.0
Segment Start,5236208888,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,138,0.0,,2023-10-17T08:11:58.0,2023-10-17T08:11:58.0
Segment End,5236208888,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,139,0.0694179,,2023-10-17T08:12:04.0,2023-10-17T08:12:04.0
Segment Start,5510007474,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,4,0.0,,2023-10-17T07:34:15.0,2023-10-17T07:34:15.0
Segment End,5510007474,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,5,0.0740916,,2023-10-17T07:34:21.0,2023-10-17T07:34:21.0
Segment Start,5510106837,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,36,0.0,,2023-10-17T07:41:04.0,2023-10-17T07:41:04.0
Segment End,5510106837,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,37,0.1948382,,2023-10-17T07:41:21.0,2023-10-17T07:41:21.0
Segment Start,5236211717,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,84,0.0,,2023-10-17T08:06:58.0,2023-10-17T08:06:58.0
Segment End,5236211717,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,85,0.30770549999999997,,2023-10-17T08:07:26.0,2023-10-17T08:07:26.0
Segment Start,5218107684,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,166,0.37,,2023-10-17T08:14:15.0,2023-10-17T08:14:15.0
Segment End,5218107684,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,167,0.2327439,,2023-10-17T08:14:36.0,2023-10-17T08:14:36.0
Segment Start,5236208997,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,136,0.0,,2023-10-17T08:11:49.0,2023-10-17T08:11:49.0
Segment End,5236208997,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,137,0.0973845,,2023-10-17T08:11:58.0,2023-10-17T08:11:58.0
Segment Start,5236211197,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,94,0.0,,2023-10-17T08:08:22.0,2023-10-17T08:08:22.0
Segment End,5236211197,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,95,0.1691885,,2023-10-17T08:08:37.0,2023-10-17T08:08:37.0
Segment Start,5236108518,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,152,0.03,,2023-10-17T08:12:43.0,2023-10-17T08:12:43.0
Segment End,5236108518,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,153,0.0291997,,2023-10-17T08:12:46.0,2023-10-17T08:12:46.0
Segment Start,5236207228,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,204,0.0,,2023-10-17T08:18:10.0,2023-10-17T08:18:10.0
Segment End,5236207228,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,205,0.025188500000000003,,2023-10-17T08:18:13.0,2023-10-17T08:18:13.0
Segment Start,5236210100,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,116,0.0,,2023-10-17T08:10:02.0,2023-10-17T08:10:02.0
Segment End,5236210100,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,117,0.30117889999999997,,2023-10-17T08:10:30.0,2023-10-17T08:10:30.0
Segment Start,5236207810,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,192,0.0,,2023-10-17T08:16:43.0,2023-10-17T08:16:43.0
Segment End,5236207810,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,193,0.5898462,,2023-10-17T08:17:36.0,2023-10-17T08:17:36.0
Segment Start,5510107462,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,52,0.0,,2023-10-17T07:43:30.0,2023-10-17T07:43:30.0
Segment End,5510107462,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,53,0.0973865,,2023-10-17T07:43:39.0,2023-10-17T07:43:39.0
Segment Start,5510107127,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,44,0.0,,2023-10-17T07:42:16.0,2023-10-17T07:42:16.0
Segment End,5510107127,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,45,0.27075439999999995,,2023-10-17T07:42:40.0,2023-10-17T07:42:40.0
Segment Start,5218107556,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,172,0.0,,2023-10-17T08:14:39.0,2023-10-17T08:14:39.0
Segment End,5218107556,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,173,0.1090637,,2023-10-17T08:14:49.0,2023-10-17T08:14:49.0
Segment Start,5236212180,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,68,4.07,,2023-10-17T08:05:14.0,2023-10-17T08:05:14.0
Segment End,5236212180,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,69,0.15972909999999998,,2023-10-17T08:05:28.0,2023-10-17T08:05:28.0
Segment Start,5236209585,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,122,0.0,,2023-10-17T08:10:46.0,2023-10-17T08:10:46.0
Segment End,5236209585,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,123,0.23391499999999998,,2023-10-17T08:11:07.0,2023-10-17T08:11:07.0
Segment Start,5510007172,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,12,0.0,,2023-10-17T07:35:03.0,2023-10-17T07:35:03.0
Segment End,5510007172,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,13,0.41169049999999996,,2023-10-17T07:35:40.0,2023-10-17T07:35:40.0
Segment Start,5236209803,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,118,0.0,,2023-10-17T08:10:30.0,2023-10-17T08:10:30.0
Segment End,5236209803,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,119,0.059517600000000004,,2023-10-17T08:10:35.0,2023-10-17T08:10:35.0
Segment Start,5236210120,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,114,0.0,,2023-10-17T08:09:58.0,2023-10-17T08:09:58.0
Segment End,5236210120,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,115,0.0446045,,2023-10-17T08:10:02.0,2023-10-17T08:10:02.0
Segment Start,5236208704,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,142,0.0,,2023-10-17T08:12:13.0,2023-10-17T08:12:13.0
Segment End,5236208704,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,143,0.0991699,,2023-10-17T08:12:22.0,2023-10-17T08:12:22.0
Segment Start,5236210341,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,106,0.03,,2023-10-17T08:09:37.0,2023-10-17T08:09:37.0
Segment End,5236210341,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,107,0.0079483,,2023-10-17T08:09:38.0,2023-10-17T08:09:38.0
Segment Start,5236210754,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,102,0.0,,2023-10-17T08:08:59.0,2023-10-17T08:08:59.0
Segment End,5236210754,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,103,0.3602536,,2023-10-17T08:09:32.0,2023-10-17T08:09:32.0
Segment Start,5510107216,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,48,0.0,,2023-10-17T07:42:54.0,2023-10-17T07:42:54.0
Segment End,5510107216,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,49,0.1117594,,2023-10-17T07:43:04.0,2023-10-17T07:43:04.0
Segment Start,5236211999,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,72,0.0,,2023-10-17T08:05:55.0,2023-10-17T08:05:55.0
Segment End,5236211999,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,73,0.456021,,2023-10-17T08:06:36.0,2023-10-17T08:06:36.0
Segment Start,5236208038,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,160,0.0,,2023-10-17T08:13:29.0,2023-10-17T08:13:29.0
Segment End,5236208038,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,161,0.0894341,,2023-10-17T08:13:37.0,2023-10-17T08:13:37.0
Segment Start,5236207846,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,186,0.08,,2023-10-17T08:16:28.0,2023-10-17T08:16:28.0
Segment End,5236207846,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,187,0.0350692,,2023-10-17T08:16:31.0,2023-10-17T08:16:31.0
Segment Start,5236209737,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,120,0.0,,2023-10-17T08:10:35.0,2023-10-17T08:10:35.0
Segment End,5236209737,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,121,0.1269602,,2023-10-17T08:10:46.0,2023-10-17T08:10:46.0
Segment Start,8065207527,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,56,0.02,,2023-10-17T07:45:03.0,2023-10-17T07:45:03.0
Segment End,8065207527,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,57,0.032811,,2023-10-17T07:45:06.0,2023-10-17T07:45:06.0
Segment Start,5236211759,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,82,0.0,,2023-10-17T08:06:50.0,2023-10-17T08:06:50.0
Segment End,5236211759,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,83,0.0949695,,2023-10-17T08:06:58.0,2023-10-17T08:06:58.0
Segment Start,5236208221,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,158,0.0,,2023-10-17T08:13:13.0,2023-10-17T08:13:13.0
Segment End,5236208221,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,159,0.1801508,,2023-10-17T08:13:29.0,2023-10-17T08:13:29.0
Segment Start,5236208514,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,150,0.0,,2023-10-17T08:12:35.0,2023-10-17T08:12:35.0
Segment End,5236208514,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,151,0.0500436,,2023-10-17T08:12:40.0,2023-10-17T08:12:40.0
Segment Start,5218007683,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,178,0.0,,2023-10-17T08:15:28.0,2023-10-17T08:15:28.0
Segment End,5218007683,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,179,0.2341764,,2023-10-17T08:15:49.0,2023-10-17T08:15:49.0
Segment Start,5236207219,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,206,0.0,,2023-10-17T08:18:13.0,2023-10-17T08:18:13.0
Segment End,5236207219,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,207,0.072645,,2023-10-17T08:18:19.0,2023-10-17T08:18:19.0
Segment Start,5236211563,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,86,0.0,,2023-10-17T08:07:26.0,2023-10-17T08:07:26.0
Segment End,5236211563,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,87,0.0572802,,2023-10-17T08:07:31.0,2023-10-17T08:07:31.0
Segment Start,5510106966,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,40,0.0,,2023-10-17T07:41:54.0,2023-10-17T07:41:54.0
Segment End,5510106966,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,41,0.09579810000000001,,2023-10-17T07:42:03.0,2023-10-17T07:42:03.0
Segment Start,5510007284,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,8,0.0,,2023-10-17T07:34:36.0,2023-10-17T07:34:36.0
Segment End,5510007284,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,9,0.1807541,,2023-10-17T07:34:53.0,2023-10-17T07:34:53.0
Segment Start,8066207652,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,62,6.61,,2023-10-17T07:51:44.0,2023-10-17T07:51:44.0
Segment End,8066207652,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,63,0.2349676,,2023-10-17T07:52:05.0,2023-10-17T07:52:05.0
Segment Start,5510106785,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,34,0.0,,2023-10-17T07:40:35.0,2023-10-17T07:40:35.0
Segment End,5510106785,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,35,0.3146702,,2023-10-17T07:41:04.0,2023-10-17T07:41:04.0
Segment Start,5510107174,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,46,0.0,,2023-10-17T07:42:40.0,2023-10-17T07:42:40.0
Segment End,5510107174,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,47,0.1528015,,2023-10-17T07:42:54.0,2023-10-17T07:42:54.0
Segment Start,5236208532,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,148,0.03,,2023-10-17T08:12:35.0,2023-10-17T08:12:35.0
Segment End,5236208532,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,149,0.0065252999999999995,,2023-10-17T08:12:35.0,2023-10-17T08:12:35.0
Segment Start,5510006782,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,18,0.0,,2023-10-17T07:36:50.0,2023-10-17T07:36:50.0
Segment End,5510006782,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,19,0.4117034,,2023-10-17T07:37:27.0,2023-10-17T07:37:27.0
Segment Start,5236212119,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,70,0.0,,2023-10-17T08:05:28.0,2023-10-17T08:05:28.0
Segment End,5236212119,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,71,0.2942359,,2023-10-17T08:05:55.0,2023-10-17T08:05:55.0
Segment Start,8015207447,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,60,0.0,,2023-10-17T07:46:02.0,2023-10-17T07:46:02.0
Segment End,8015207447,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,61,0.0229438,,2023-10-17T07:46:05.0,2023-10-17T07:46:05.0
Segment Start,5236208612,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,144,0.0,,2023-10-17T08:12:22.0,2023-10-17T08:12:22.0
Segment End,5236208612,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,145,0.07781489999999999,,2023-10-17T08:12:29.0,2023-10-17T08:12:29.0
Segment Start,2570010369,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,66,10.11,,2023-10-17T08:00:27.0,2023-10-17T08:00:27.0
Segment End,2570010369,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,67,0.0101406,,2023-10-17T08:00:27.0,2023-10-17T08:00:27.0
Segment Start,5510106641,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,30,0.0,,2023-10-17T07:40:18.0,2023-10-17T07:40:18.0
Segment End,5510106641,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,31,0.0586879,,2023-10-17T07:40:23.0,2023-10-17T07:40:23.0
Start Depot,1010,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,1,0,,2023-10-17T07:30:00.0,2023-10-17T07:30:00.0
Return Depot,1010,2023-10-17T07:30:00.0,9e080037-7ada-4083-9fe7-dc7874404fde,WodoStateHaz,1,212,2.32,,2023-10-17T08:21:32.0,2023-10-17T08:21:32.0
